#,Name,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,image_url,Vgc2022Rules,MonthlyUsageMarch2022,UsagePercentMarch2022,MonthlyRankMarch2022
222,Corsola,Corsola,,2,Common,Water,Rock,410.0,65.0,55.0,95.0,65.0,95.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png,,-,-,-
222,Galarian Corsola,Corsola,Galarian,8,Common,Ghost,,410.0,60.0,55.0,100.0,65.0,100.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/corsola-galarian.png,Permitted,-,-,-
223,Remoraid,Remoraid,,2,Common,Water,,300.0,35.0,65.0,35.0,65.0,35.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,Permitted,,,
224,Octillery,Octillery,,2,Common,Water,,480.0,75.0,105.0,75.0,105.0,75.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,Permitted,,,
225,Delibird,Delibird,,2,Common,Ice,Flying,330.0,45.0,55.0,45.0,65.0,45.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png,Permitted,,,
226,Mantine,Mantine,,2,Common,Water,Flying,485.0,85.0,40.0,70.0,80.0,140.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/mantine.png,Permitted,3,0,203
227,Skarmory,Skarmory,,2,Common,Steel,Flying,465.0,65.0,80.0,140.0,40.0,70.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png,Permitted,,,
228,Houndour,Houndour,,2,Common,Dark,Fire,330.0,45.0,60.0,30.0,80.0,50.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png,,,,
229,Houndoom,Houndoom,,2,Common,Dark,Fire,500.0,75.0,90.0,50.0,110.0,80.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png,,,,
229,Mega Houndoom,Houndoom,Mega,6,Common,Dark,Fire,600.0,75.0,90.0,90.0,140.0,90.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom-mega.png,Banned,,,
230,Kingdra,Kingdra,,2,Common,Water,Dragon,540.0,75.0,95.0,95.0,95.0,95.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png,Permitted,37,3,34
231,Phanpy,Phanpy,,2,Common,Ground,,330.0,90.0,60.0,60.0,40.0,40.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,,,,
232,Donphan,Donphan,,2,Common,Ground,,500.0,90.0,120.0,120.0,60.0,60.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,,,,
233,Porygon2,Porygon2,,2,Common,Normal,,515.0,85.0,80.0,90.0,105.0,95.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,Permitted,117,9,19
234,Stantler,Stantler,,2,Common,Normal,,465.0,73.0,95.0,62.0,85.0,65.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,,,,
235,Smeargle,Smeargle,,2,Common,Normal,,250.0,55.0,20.0,35.0,20.0,45.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,,,,
236,Tyrogue,Tyrogue,,2,Baby,Fighting,,210.0,35.0,35.0,35.0,35.0,35.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png,Permitted,,,
237,Hitmontop,Hitmontop,,2,Common,Fighting,,455.0,50.0,95.0,95.0,35.0,110.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png,Permitted,27,0,89
238,Smoochum,Smoochum,,2,Baby,Ice,Psychic,305.0,45.0,30.0,15.0,85.0,65.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/smoochum.png,Permitted,,,
239,Elekid,Elekid,,2,Baby,Electric,,360.0,45.0,63.0,37.0,65.0,55.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png,Permitted,,,
240,Magby,Magby,,2,Baby,Fire,,365.0,45.0,75.0,37.0,70.0,55.0,83.0,https://img.pokemondb.net/sprites/sword-shield/icon/magby.png,Permitted,,,
241,Miltank,Miltank,,2,Common,Normal,,490.0,95.0,80.0,105.0,40.0,70.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,Permitted,-,-,-
242,Blissey,Blissey,,2,Common,Normal,,540.0,255.0,10.0,10.0,75.0,135.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png,Permitted,3,0,223
243,Raikou,Raikou,,2,Legendary,Electric,,580.0,90.0,85.0,75.0,115.0,100.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png,Permitted,7,0,125
244,Entei,Entei,,2,Legendary,Fire,,580.0,115.0,115.0,85.0,90.0,75.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/entei.png,Permitted,50,2,37
245,Suicune,Suicune,,2,Legendary,Water,,580.0,100.0,75.0,115.0,90.0,115.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,Permitted,28,0,77
246,Larvitar,Larvitar,,2,Common,Rock,Ground,300.0,50.0,64.0,50.0,45.0,50.0,41.0,https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,Permitted,,,
247,Pupitar,Pupitar,,2,Common,Rock,Ground,410.0,70.0,84.0,70.0,65.0,70.0,51.0,https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,Permitted,,,
248,Mega Tyranitar,Tyranitar,Mega,6,Common,Rock,Dark,700.0,100.0,164.0,150.0,95.0,120.0,71.0,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar-mega.png,Banned,,,
248,Tyranitar,Tyranitar,,2,Common,Rock,Dark,600.0,100.0,134.0,110.0,95.0,100.0,61.0,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png,Permitted,24,0,118
249,Lugia,Lugia,,2,Legendary,Psychic,Flying,680.0,106.0,90.0,130.0,90.0,154.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png,Restricted (players can include two Restricted Pokémon in their team),27,0,75
250,Ho-oh,Ho-oh,,2,Legendary,Fire,Flying,680.0,106.0,130.0,90.0,110.0,154.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png,Restricted (players can include two Restricted Pokémon in their team),75,1,47
251,Celebi,Celebi,,2,Mythical,Psychic,Grass,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png,Banned,,,
252,Treecko,Treecko,,3,Common,Grass,,310.0,40.0,45.0,35.0,65.0,55.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,Permitted,,,
253,Grovyle,Grovyle,,3,Common,Grass,,405.0,50.0,65.0,45.0,85.0,65.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,Permitted,,,
254,Mega Sceptile,Sceptile,Mega,6,Common,Grass,Dragon,630.0,70.0,110.0,75.0,145.0,85.0,145.0,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png,Banned,,,
254,Sceptile,Sceptile,,3,Common,Grass,,530.0,70.0,85.0,65.0,105.0,85.0,120.0,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,Permitted,5,0,146
255,Torchic,Torchic,,3,Common,Fire,,310.0,45.0,60.0,40.0,70.0,50.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,Permitted,,,
256,Combusken,Combusken,,3,Common,Fire,Fighting,405.0,60.0,85.0,60.0,85.0,60.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,Permitted,,,
257,Blaziken,Blaziken,,3,Common,Fire,Fighting,530.0,80.0,120.0,70.0,110.0,70.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png,Permitted,6,0,225
257,Mega Blaziken,Blaziken,Mega,6,Common,Fire,Fighting,630.0,80.0,160.0,80.0,130.0,80.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png,Banned,,,
258,Mudkip,Mudkip,,3,Common,Water,,310.0,50.0,70.0,50.0,50.0,50.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,Permitted,,,
259,Marshtomp,Marshtomp,,3,Common,Water,Ground,405.0,70.0,85.0,70.0,60.0,70.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,Permitted,,,
260,Mega Swampert,Swampert,Mega,6,Common,Water,Ground,635.0,100.0,150.0,110.0,95.0,110.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png,Banned,,,
260,Swampert,Swampert,,3,Common,Water,Ground,535.0,100.0,110.0,90.0,85.0,90.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png,Permitted,7,0,114
261,Poochyena,Poochyena,,3,Common,Dark,,220.0,35.0,55.0,35.0,30.0,30.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,,,,
262,Mightyena,Mightyena,,3,Common,Dark,,420.0,70.0,90.0,70.0,60.0,60.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,,,,
263,Zigzagoon,Zigzagoon,,3,Common,Normal,,240.0,38.0,30.0,41.0,30.0,41.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,,,,
263,Galarian Zigzagoon,Zigzagoon,Galarian,8,Common,Dark,Normal,240.0,38.0,30.0,41.0,30.0,41.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png,Permitted,,,
264,Linoone,Linoone,,3,Common,Normal,,420.0,78.0,70.0,61.0,50.0,61.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,Permitted,,,
264,Galarian Linoone,Linoone,Galarian,8,Common,Dark,Normal,420.0,78.0,70.0,61.0,50.0,61.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png,Permitted,,,
265,Wurmple,Wurmple,,3,Common,Bug,,195.0,45.0,45.0,35.0,20.0,30.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,,,,
266,Silcoon,Silcoon,,3,Common,Bug,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,,,,
267,Beautifly,Beautifly,,3,Common,Bug,Flying,395.0,60.0,70.0,50.0,100.0,50.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png,,,,
268,Cascoon,Cascoon,,3,Common,Bug,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,,,,
269,Dustox,Dustox,,3,Common,Bug,Poison,385.0,60.0,50.0,70.0,50.0,90.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,,,,
270,Lotad,Lotad,,3,Common,Water,Grass,220.0,40.0,30.0,30.0,40.0,50.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,Permitted,,,
271,Lombre,Lombre,,3,Common,Water,Grass,340.0,60.0,50.0,50.0,60.0,70.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,Permitted,,,
272,Ludicolo,Ludicolo,,3,Common,Water,Grass,480.0,80.0,70.0,70.0,90.0,100.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png,Permitted,16,0,112
273,Seedot,Seedot,,3,Common,Grass,,220.0,40.0,40.0,50.0,30.0,30.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,Permitted,,,
274,Nuzleaf,Nuzleaf,,3,Common,Grass,Dark,340.0,70.0,70.0,40.0,60.0,40.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,Permitted,,,
275,Shiftry,Shiftry,,3,Common,Grass,Dark,480.0,90.0,100.0,60.0,90.0,60.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png,Permitted,3,0,142
276,Taillow,Taillow,,3,Common,Normal,Flying,270.0,40.0,55.0,30.0,30.0,30.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,,,,
277,Swellow,Swellow,,3,Common,Normal,Flying,455.0,60.0,85.0,60.0,75.0,50.0,125.0,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,,,,
278,Wingull,Wingull,,3,Common,Water,Flying,270.0,40.0,30.0,30.0,55.0,30.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,Permitted,,,
279,Pelipper,Pelipper,,3,Common,Water,Flying,440.0,60.0,50.0,100.0,95.0,70.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png,Permitted,8,0,126
280,Ralts,Ralts,,3,Common,Psychic,Fairy,198.0,28.0,25.0,25.0,45.0,35.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,Permitted,,,
281,Kirlia,Kirlia,,3,Common,Psychic,Fairy,278.0,38.0,35.0,35.0,65.0,55.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,Permitted,,,
282,Gardevoir,Gardevoir,,3,Common,Psychic,Fairy,518.0,68.0,65.0,65.0,125.0,115.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,Permitted,-,-,-
282,Mega Gardevoir,Gardevoir,Mega,6,Common,Psychic,Fairy,618.0,68.0,85.0,65.0,165.0,135.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,Banned,,,
283,Surskit,Surskit,,3,Common,Bug,Water,269.0,40.0,30.0,32.0,50.0,52.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,,,,
284,Masquerain,Masquerain,,3,Common,Bug,Flying,454.0,70.0,60.0,62.0,100.0,82.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,,,,
285,Shroomish,Shroomish,,3,Common,Grass,,295.0,60.0,40.0,60.0,40.0,60.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,,,,
286,Breloom,Breloom,,3,Common,Grass,Fighting,460.0,60.0,130.0,80.0,60.0,60.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,,,,
287,Slakoth,Slakoth,,3,Common,Normal,,280.0,60.0,60.0,60.0,35.0,35.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,,,,
288,Vigoroth,Vigoroth,,3,Common,Normal,,440.0,80.0,80.0,80.0,55.0,55.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,,,,
289,Slaking,Slaking,,3,Common,Normal,,670.0,150.0,160.0,100.0,95.0,65.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,,,,
290,Nincada,Nincada,,3,Common,Bug,Ground,266.0,31.0,45.0,90.0,30.0,30.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,Permitted,,,
291,Ninjask,Ninjask,,3,Common,Bug,Flying,456.0,61.0,90.0,45.0,50.0,50.0,160.0,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,Permitted,-,-,-
292,Shedinja,Shedinja,,3,Common,Bug,Ghost,236.0,1.0,90.0,45.0,30.0,30.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,Permitted,42,4,30
293,Whismur,Whismur,,3,Common,Normal,,240.0,64.0,51.0,23.0,51.0,23.0,28.0,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,Permitted,,,
294,Loudred,Loudred,,3,Common,Normal,,360.0,84.0,71.0,43.0,71.0,43.0,48.0,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,Permitted,,,
295,Exploud,Exploud,,3,Common,Normal,,490.0,104.0,91.0,63.0,91.0,73.0,68.0,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,Permitted,-,-,-
296,Makuhita,Makuhita,,3,Common,Fighting,,237.0,72.0,60.0,30.0,20.0,30.0,25.0,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,,,,
297,Hariyama,Hariyama,,3,Common,Fighting,,474.0,144.0,120.0,60.0,40.0,60.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,,,,
298,Azurill,Azurill,,3,Baby,Normal,Fairy,190.0,50.0,20.0,40.0,20.0,40.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png,Permitted,,,
299,Nosepass,Nosepass,,3,Common,Rock,,375.0,30.0,45.0,135.0,45.0,90.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,,,,
300,Skitty,Skitty,,3,Common,Normal,,260.0,50.0,45.0,45.0,35.0,35.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,,,,
301,Delcatty,Delcatty,,3,Common,Normal,,400.0,70.0,65.0,65.0,55.0,55.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,,,,
302,Mega Sableye,Sableye,Mega,6,Common,Dark,Ghost,480.0,50.0,85.0,125.0,85.0,115.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,Banned,,,
302,Sableye,Sableye,,3,Common,Dark,Ghost,380.0,50.0,75.0,75.0,65.0,65.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,Permitted,47,2,41
303,Mawile,Mawile,,3,Common,Steel,Fairy,380.0,50.0,85.0,85.0,55.0,55.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,Permitted,,,
303,Mega Mawile,Mawile,Mega,6,Common,Steel,Fairy,480.0,50.0,105.0,125.0,55.0,95.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,Banned,,,
304,Aron,Aron,,3,Common,Steel,Rock,330.0,50.0,70.0,100.0,40.0,40.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,Permitted,,,
305,Lairon,Lairon,,3,Common,Steel,Rock,430.0,60.0,90.0,140.0,50.0,50.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,Permitted,,,
306,Aggron,Aggron,,3,Common,Steel,Rock,530.0,70.0,110.0,180.0,60.0,60.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,Permitted,,,
306,Mega Aggron,Aggron,Mega,6,Common,Steel,,630.0,70.0,140.0,230.0,60.0,80.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,Banned,,,
307,Meditite,Meditite,,3,Common,Fighting,Psychic,280.0,30.0,40.0,55.0,40.0,55.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,,,,
308,Medicham,Medicham,,3,Common,Fighting,Psychic,410.0,60.0,60.0,75.0,60.0,75.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,,,,
308,Mega Medicham,Medicham,Mega,6,Common,Fighting,Psychic,510.0,60.0,100.0,85.0,80.0,85.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,Banned,,,
309,Electrike,Electrike,,3,Common,Electric,,295.0,40.0,45.0,40.0,65.0,40.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,Permitted,,,
310,Manectric,Manectric,,3,Common,Electric,,475.0,70.0,75.0,60.0,105.0,60.0,105.0,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,Permitted,3,0,216
310,Mega Manectric,Manectric,Mega,6,Common,Electric,,575.0,70.0,75.0,80.0,135.0,80.0,135.0,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,Banned,,,
311,Plusle,Plusle,,3,Common,Electric,,405.0,60.0,50.0,40.0,85.0,75.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,,,,
312,Minun,Minun,,3,Common,Electric,,405.0,60.0,40.0,50.0,75.0,85.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,,,,
313,Volbeat,Volbeat,,3,Common,Bug,,430.0,65.0,73.0,75.0,47.0,85.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,,,,
314,Illumise,Illumise,,3,Common,Bug,,430.0,65.0,47.0,75.0,73.0,85.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,,,,
315,Roselia,Roselia,,3,Common,Grass,Poison,400.0,50.0,60.0,45.0,100.0,80.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,Permitted,,,
316,Gulpin,Gulpin,,3,Common,Poison,,302.0,70.0,43.0,53.0,43.0,53.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,,,,
317,Swalot,Swalot,,3,Common,Poison,,467.0,100.0,73.0,83.0,73.0,83.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,,,,
318,Carvanha,Carvanha,,3,Common,Water,Dark,305.0,45.0,90.0,20.0,65.0,20.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,Permitted,,,
319,Mega Sharpedo,Sharpedo,Mega,6,Common,Water,Dark,560.0,70.0,140.0,70.0,110.0,65.0,105.0,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,Banned,,,
319,Sharpedo,Sharpedo,,3,Common,Water,Dark,460.0,70.0,120.0,40.0,95.0,40.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,Permitted,-,-,-
320,Wailmer,Wailmer,,3,Common,Water,,400.0,130.0,70.0,35.0,70.0,35.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,Permitted,,,
321,Wailord,Wailord,,3,Common,Water,,500.0,170.0,90.0,45.0,90.0,45.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,Permitted,,,
322,Numel,Numel,,3,Common,Fire,Ground,305.0,60.0,60.0,40.0,65.0,45.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,,,,
323,Camerupt,Camerupt,,3,Common,Fire,Ground,460.0,70.0,100.0,70.0,105.0,75.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,,,,
323,Mega Camerupt,Camerupt,Mega,6,Common,Fire,Ground,560.0,70.0,120.0,100.0,145.0,105.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,Banned,,,
324,Torkoal,Torkoal,,3,Common,Fire,,470.0,70.0,85.0,140.0,85.0,70.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,Permitted,63,3,33
325,Spoink,Spoink,,3,Common,Psychic,,330.0,60.0,25.0,35.0,70.0,80.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,,,,
326,Grumpig,Grumpig,,3,Common,Psychic,,470.0,80.0,45.0,65.0,90.0,110.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,,,,
327,Spinda,Spinda,,3,Common,Normal,,360.0,60.0,60.0,60.0,60.0,60.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,,,,
328,Trapinch,Trapinch,,3,Common,Ground,,290.0,45.0,100.0,45.0,45.0,45.0,10.0,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,Permitted,,,
329,Vibrava,Vibrava,,3,Common,Ground,Dragon,340.0,50.0,70.0,50.0,50.0,50.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,Permitted,,,
330,Flygon,Flygon,,3,Common,Ground,Dragon,520.0,80.0,100.0,80.0,80.0,80.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,Permitted,-,-,-
331,Cacnea,Cacnea,,3,Common,Grass,,335.0,50.0,85.0,40.0,85.0,40.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,,,,
332,Cacturne,Cacturne,,3,Common,Grass,Dark,475.0,70.0,115.0,60.0,115.0,60.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,,,,
333,Swablu,Swablu,,3,Common,Normal,Flying,310.0,45.0,40.0,60.0,40.0,75.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,Permitted,,,
334,Altaria,Altaria,,3,Common,Dragon,Flying,490.0,75.0,70.0,90.0,70.0,105.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,Permitted,3,0,157
334,Mega Altaria,Altaria,Mega,6,Common,Dragon,Fairy,590.0,75.0,110.0,110.0,110.0,105.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,Banned,,,
335,Zangoose,Zangoose,,3,Common,Normal,,458.0,73.0,115.0,60.0,60.0,60.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,,,,
336,Seviper,Seviper,,3,Common,Poison,,458.0,73.0,100.0,60.0,100.0,60.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,,,,
337,Lunatone,Lunatone,,3,Common,Rock,Psychic,460.0,90.0,55.0,65.0,95.0,85.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,Permitted,,,
338,Solrock,Solrock,,3,Common,Rock,Psychic,460.0,90.0,95.0,85.0,55.0,65.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,Permitted,,,
339,Barboach,Barboach,,3,Common,Water,Ground,288.0,50.0,48.0,43.0,46.0,41.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,Permitted,,,
340,Whiscash,Whiscash,,3,Common,Water,Ground,468.0,110.0,78.0,73.0,76.0,71.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,Permitted,,,
341,Corphish,Corphish,,3,Common,Water,,308.0,43.0,80.0,65.0,50.0,35.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,Permitted,,,
342,Crawdaunt,Crawdaunt,,3,Common,Water,Dark,468.0,63.0,120.0,85.0,90.0,55.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,Permitted,-,-,-
343,Baltoy,Baltoy,,3,Common,Ground,Psychic,300.0,40.0,40.0,55.0,40.0,70.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,Permitted,,,
344,Claydol,Claydol,,3,Common,Ground,Psychic,500.0,60.0,70.0,105.0,70.0,120.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,Permitted,-,-,-
345,Lileep,Lileep,,3,Common,Rock,Grass,355.0,66.0,41.0,77.0,61.0,87.0,23.0,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,Permitted,,,
346,Cradily,Cradily,,3,Common,Rock,Grass,495.0,86.0,81.0,97.0,81.0,107.0,43.0,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,Permitted,11,0,169
347,Anorith,Anorith,,3,Common,Rock,Bug,355.0,45.0,95.0,50.0,40.0,50.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,Permitted,,,
348,Armaldo,Armaldo,,3,Common,Rock,Bug,495.0,75.0,125.0,100.0,70.0,80.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,Permitted,,,
349,Feebas,Feebas,,3,Common,Water,,200.0,20.0,15.0,20.0,10.0,55.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,Permitted,,,
350,Milotic,Milotic,,3,Common,Water,,540.0,95.0,60.0,79.0,100.0,125.0,81.0,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,Permitted,30,0,102
351,Castform,Castform,,3,Common,Normal,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,,,,
