,NationalPokedexNumber,Name,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,Variant,image_url
395,323,Camerupt,3,Common,Fire,Ground,460,70,100,70,105,75,40,,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png
396,323,Camerupt,3,Common,Fire,Ground,560,70,120,100,145,105,20,Mega Camerupt,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png
397,324,Torkoal,3,Common,Fire,,470,70,85,140,85,70,20,,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png
398,325,Spoink,3,Common,Psychic,,330,60,25,35,70,80,60,,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png
399,326,Grumpig,3,Common,Psychic,,470,80,45,65,90,110,80,,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png
400,327,Spinda,3,Common,Normal,,360,60,60,60,60,60,60,,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png
401,328,Trapinch,3,Common,Ground,,290,45,100,45,45,45,10,,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png
402,329,Vibrava,3,Common,Ground,Dragon,340,50,70,50,50,50,70,,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png
403,330,Flygon,3,Common,Ground,Dragon,520,80,100,80,80,80,100,,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png
404,331,Cacnea,3,Common,Grass,,335,50,85,40,85,40,35,,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png
405,332,Cacturne,3,Common,Grass,Dark,475,70,115,60,115,60,55,,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png
406,333,Swablu,3,Common,Normal,Flying,310,45,40,60,40,75,50,,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png
407,334,Altaria,3,Common,Dragon,Flying,490,75,70,90,70,105,80,,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png
408,334,Altaria,3,Common,Dragon,Fairy,590,75,110,110,110,105,80,Mega Altaria,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png
409,335,Zangoose,3,Common,Normal,,458,73,115,60,60,60,90,,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png
410,336,Seviper,3,Common,Poison,,458,73,100,60,100,60,65,,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png
411,337,Lunatone,3,Common,Rock,Psychic,460,90,55,65,95,85,70,,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png
412,338,Solrock,3,Common,Rock,Psychic,460,90,95,85,55,65,70,,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png
413,339,Barboach,3,Common,Water,Ground,288,50,48,43,46,41,60,,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png
414,340,Whiscash,3,Common,Water,Ground,468,110,78,73,76,71,60,,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png
415,341,Corphish,3,Common,Water,,308,43,80,65,50,35,35,,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png
416,342,Crawdaunt,3,Common,Water,Dark,468,63,120,85,90,55,55,,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png
417,343,Baltoy,3,Common,Ground,Psychic,300,40,40,55,40,70,55,,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png
418,344,Claydol,3,Common,Ground,Psychic,500,60,70,105,70,120,75,,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png
419,345,Lileep,3,Common,Rock,Grass,355,66,41,77,61,87,23,,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png
420,346,Cradily,3,Common,Rock,Grass,495,86,81,97,81,107,43,,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png
421,347,Anorith,3,Common,Rock,Bug,355,45,95,50,40,50,75,,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png
422,348,Armaldo,3,Common,Rock,Bug,495,75,125,100,70,80,45,,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png
423,349,Feebas,3,Common,Water,,200,20,15,20,10,55,80,,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png
424,350,Milotic,3,Common,Water,,540,95,60,79,100,125,81,,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png
425,351,Castform,3,Common,Normal,,420,70,70,70,70,70,70,,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png
426,351,Castform,3,Common,Fire,,420,70,70,70,70,70,70,Sunny Form,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png
427,351,Castform,3,Common,Water,,420,70,70,70,70,70,70,Rainy Form,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png
428,351,Castform,3,Common,Ice,,420,70,70,70,70,70,70,Snowy Form,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png
429,352,Kecleon,3,Common,Normal,,440,60,90,70,60,120,40,,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png
430,353,Shuppet,3,Common,Ghost,,295,44,75,35,63,33,45,,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png
431,354,Banette,3,Common,Ghost,,455,64,115,65,83,63,65,,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png
432,354,Banette,3,Common,Ghost,,555,64,165,75,93,83,75,Mega Banette,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png
433,355,Duskull,3,Common,Ghost,,295,20,40,90,30,90,25,,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png
434,356,Dusclops,3,Common,Ghost,,455,40,70,130,60,130,25,,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png
435,357,Tropius,3,Common,Grass,Flying,460,99,68,83,72,87,51,,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png
436,358,Chimecho,3,Common,Psychic,,455,75,50,80,95,90,65,,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png
437,359,Absol,3,Common,Dark,,465,65,130,60,75,60,75,,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png
438,359,Absol,3,Common,Dark,,565,65,150,60,115,60,115,Mega Absol,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png
439,360,Wynaut,3,Baby,Psychic,,260,95,23,48,23,48,23,,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png
440,361,Snorunt,3,Common,Ice,,300,50,50,50,50,50,50,,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png
441,362,Glalie,3,Common,Ice,,480,80,80,80,80,80,80,,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png
442,362,Glalie,3,Common,Ice,,580,80,120,80,120,80,100,Mega Glalie,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png
443,363,Spheal,3,Common,Ice,Water,290,70,40,50,55,50,25,,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png
444,364,Sealeo,3,Common,Ice,Water,410,90,60,70,75,70,45,,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png
445,365,Walrein,3,Common,Ice,Water,530,110,80,90,95,90,65,,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png
446,366,Clamperl,3,Common,Water,,345,35,64,85,74,55,32,,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png
447,367,Huntail,3,Common,Water,,485,55,104,105,94,75,52,,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png
448,368,Gorebyss,3,Common,Water,,485,55,84,105,114,75,52,,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png
449,369,Relicanth,3,Common,Water,Rock,485,100,90,130,45,65,55,,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png
450,370,Luvdisc,3,Common,Water,,330,43,30,55,40,65,97,,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png
451,371,Bagon,3,Common,Dragon,,300,45,75,60,40,30,50,,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png
452,372,Shelgon,3,Common,Dragon,,420,65,95,100,60,50,50,,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png
453,373,Salamence,3,Common,Dragon,Flying,600,95,135,80,110,80,100,,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png
454,373,Salamence,3,Common,Dragon,Flying,700,95,145,130,120,90,120,Mega Salamence,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png
455,374,Beldum,3,Common,Steel,Psychic,300,40,55,80,35,60,30,,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png
456,375,Metang,3,Common,Steel,Psychic,420,60,75,100,55,80,50,,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png
457,376,Metagross,3,Common,Steel,Psychic,600,80,135,130,95,90,70,,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png
458,376,Metagross,3,Common,Steel,Psychic,700,80,145,150,105,110,110,Mega Metagross,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png
459,377,Regirock,3,Legendary,Rock,,580,80,100,200,50,100,50,,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png
460,378,Regice,3,Legendary,Ice,,580,80,50,100,100,200,50,,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png
461,379,Registeel,3,Legendary,Steel,,580,80,75,150,75,150,50,,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png
462,380,Latias,3,Legendary,Dragon,Psychic,600,80,80,90,110,130,110,,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png
463,380,Latias,3,Legendary,Dragon,Psychic,700,80,100,120,140,150,110,Mega Latias,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png
464,381,Latios,3,Legendary,Dragon,Psychic,600,80,90,80,130,110,110,,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png
465,381,Latios,3,Legendary,Dragon,Psychic,700,80,130,100,160,120,110,Mega Latios,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png
466,382,Kyogre,3,Legendary,Water,,670,100,100,90,150,140,90,,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png
467,382,Kyogre,3,Legendary,Water,,770,100,150,90,180,160,90,Primal Kyogre,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png
468,383,Groudon,3,Legendary,Ground,,670,100,150,140,100,90,90,,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png
469,383,Groudon,3,Legendary,Ground,Fire,770,100,180,160,150,90,90,Primal Groudon,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png
470,384,Rayquaza,3,Legendary,Dragon,Flying,680,105,150,90,150,90,95,,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png
471,384,Rayquaza,3,Legendary,Dragon,Flying,780,105,180,100,180,100,115,Mega Rayquaza,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png
472,385,Jirachi,3,Mythical,Steel,Psychic,600,100,100,100,100,100,100,,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png
473,386,Deoxys,3,Mythical,Psychic,,600,50,150,50,150,50,150,Normal Forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png
474,386,Deoxys,3,Mythical,Psychic,,600,50,180,20,180,20,150,Attack Forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png
475,386,Deoxys,3,Mythical,Psychic,,600,50,70,160,70,160,90,Defense Forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png
476,386,Deoxys,3,Mythical,Psychic,,600,50,95,90,95,90,180,Speed Forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png
477,387,Turtwig,4,Common,Grass,,318,55,68,64,45,55,31,,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png
478,388,Grotle,4,Common,Grass,,405,75,89,85,55,65,36,,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png
479,389,Torterra,4,Common,Grass,Ground,525,95,109,105,75,85,56,,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png
480,390,Chimchar,4,Common,Fire,,309,44,58,44,58,44,61,,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png
481,391,Monferno,4,Common,Fire,Fighting,405,64,78,52,78,52,81,,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png
482,392,Infernape,4,Common,Fire,Fighting,534,76,104,71,104,71,108,,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png
483,393,Piplup,4,Common,Water,,314,53,51,53,61,56,40,,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png
484,394,Prinplup,4,Common,Water,,405,64,66,68,81,76,50,,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png
485,395,Empoleon,4,Common,Water,Steel,530,84,86,88,111,101,60,,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png
486,396,Starly,4,Common,Normal,Flying,245,40,55,30,30,30,60,,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png
487,397,Staravia,4,Common,Normal,Flying,340,55,75,50,40,40,80,,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png
488,398,Staraptor,4,Common,Normal,Flying,485,85,120,70,50,60,100,,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png
489,399,Bidoof,4,Common,Normal,,250,59,45,40,35,40,31,,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png
490,400,Bibarel,4,Common,Normal,Water,410,79,85,60,55,60,71,,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png
491,401,Kricketot,4,Common,Bug,,194,37,25,41,25,41,25,,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png
492,402,Kricketune,4,Common,Bug,,384,77,85,51,55,51,65,,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png
493,403,Shinx,4,Common,Electric,,263,45,65,34,40,34,45,,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png
494,404,Luxio,4,Common,Electric,,363,60,85,49,60,49,60,,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png
495,405,Luxray,4,Common,Electric,,523,80,120,79,95,79,70,,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png
496,406,Budew,4,Baby,Grass,Poison,280,40,30,35,50,70,55,,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png
497,407,Roserade,4,Common,Grass,Poison,515,60,70,65,125,105,90,,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png
498,408,Cranidos,4,Common,Rock,,350,67,125,40,30,30,58,,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png
499,409,Rampardos,4,Common,Rock,,495,97,165,60,65,50,58,,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png
500,410,Shieldon,4,Common,Rock,Steel,350,30,42,118,42,88,30,,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png
501,411,Bastiodon,4,Common,Rock,Steel,495,60,52,168,47,138,30,,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png
502,412,Burmy,4,Common,Bug,,224,40,29,45,29,45,36,Plant Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-plant.png
503,412,Burmy,4,Common,Bug,,224,40,29,45,29,45,36,Sandy Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-sandy.png
504,412,Burmy,4,Common,Bug,,224,40,29,45,29,45,36,Trash Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-trash.png
505,413,Wormadam,4,Common,Bug,Grass,424,60,59,85,79,105,36,Plant Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png
506,413,Wormadam,4,Common,Bug,Ground,424,60,79,105,59,85,36,Sandy Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png
507,413,Wormadam,4,Common,Bug,Steel,424,60,69,95,69,95,36,Trash Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png
508,414,Mothim,4,Common,Bug,Flying,424,70,94,50,94,50,66,,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png
509,415,Combee,4,Common,Bug,Flying,244,30,30,42,30,42,70,,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png
510,416,Vespiquen,4,Common,Bug,Flying,474,70,80,102,80,102,40,,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png
511,417,Pachirisu,4,Common,Electric,,405,60,45,70,45,90,95,,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png
512,418,Buizel,4,Common,Water,,330,55,65,35,60,30,85,,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png
513,419,Floatzel,4,Common,Water,,495,85,105,55,85,50,115,,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png
514,420,Cherubi,4,Common,Grass,,275,45,35,45,62,53,35,,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png
515,421,Cherrim,4,Common,Grass,,450,70,60,70,87,78,85,,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png
516,422,Shellos,4,Common,Water,,325,76,48,48,57,62,34,,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png
517,423,Gastrodon,4,Common,Water,Ground,475,111,83,68,92,82,39,,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png
518,424,Ambipom,4,Common,Normal,,482,75,100,66,60,66,115,,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png
519,425,Drifloon,4,Common,Ghost,Flying,348,90,50,34,60,44,70,,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png
520,426,Drifblim,4,Common,Ghost,Flying,498,150,80,44,90,54,80,,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png
521,427,Buneary,4,Common,Normal,,350,55,66,44,44,56,85,,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png
522,428,Lopunny,4,Common,Normal,,480,65,76,84,54,96,105,,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png
523,428,Lopunny,4,Common,Normal,Fighting,580,65,136,94,54,96,135,Mega Lopunny,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png
524,429,Mismagius,4,Common,Ghost,,495,60,60,60,105,105,105,,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png
525,430,Honchkrow,4,Common,Dark,Flying,505,100,125,52,105,52,71,,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png
526,431,Glameow,4,Common,Normal,,310,49,55,42,42,37,85,,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png
527,432,Purugly,4,Common,Normal,,452,71,82,64,64,59,112,,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png
528,433,Chingling,4,Baby,Psychic,,285,45,30,50,65,50,45,,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png
529,434,Stunky,4,Common,Poison,Dark,329,63,63,47,41,41,74,,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png
530,435,Skuntank,4,Common,Poison,Dark,479,103,93,67,71,61,84,,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png
531,436,Bronzor,4,Common,Steel,Psychic,300,57,24,86,24,86,23,,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png
532,437,Bronzong,4,Common,Steel,Psychic,500,67,89,116,79,116,33,,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png
533,438,Bonsly,4,Baby,Rock,,290,50,80,95,10,45,10,,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png
534,439,Mime,4,Baby,Psychic,Fairy,310,20,25,45,70,90,60,Jr.,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png
535,440,Happiny,4,Baby,Normal,,220,100,5,5,15,65,30,,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png
536,441,Chatot,4,Common,Normal,Flying,411,76,65,45,92,42,91,,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png
537,442,Spiritomb,4,Common,Ghost,Dark,485,50,92,108,92,108,35,,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png
538,443,Gible,4,Common,Dragon,Ground,300,58,70,45,40,45,42,,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png
539,444,Gabite,4,Common,Dragon,Ground,410,68,90,65,50,55,82,,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png
540,445,Garchomp,4,Common,Dragon,Ground,600,108,130,95,80,85,102,,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png
541,445,Garchomp,4,Common,Dragon,Ground,700,108,170,115,120,95,92,Mega Garchomp,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png
542,446,Munchlax,4,Baby,Normal,,390,135,85,40,40,85,5,,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png
543,447,Riolu,4,Baby,Fighting,,285,40,70,40,35,40,60,,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png
544,448,Lucario,4,Common,Fighting,Steel,525,70,110,70,115,70,90,,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png
545,448,Lucario,4,Common,Fighting,Steel,625,70,145,88,140,70,112,Mega Lucario,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png
546,449,Hippopotas,4,Common,Ground,,330,68,72,78,38,42,32,,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png
547,450,Hippowdon,4,Common,Ground,,525,108,112,118,68,72,47,,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png
548,451,Skorupi,4,Common,Poison,Bug,330,40,50,90,30,55,65,,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png
549,452,Drapion,4,Common,Poison,Dark,500,70,90,110,60,75,95,,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png
550,453,Croagunk,4,Common,Poison,Fighting,300,48,61,40,61,40,50,,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png
551,454,Toxicroak,4,Common,Poison,Fighting,490,83,106,65,86,65,85,,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png
552,455,Carnivine,4,Common,Grass,,454,74,100,72,90,72,46,,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png
553,456,Finneon,4,Common,Water,,330,49,49,56,49,61,66,,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png
554,457,Lumineon,4,Common,Water,,460,69,69,76,69,86,91,,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png
555,458,Mantyke,4,Baby,Water,Flying,345,45,20,50,60,120,50,,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png
556,459,Snover,4,Common,Grass,Ice,334,60,62,50,62,60,40,,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png
557,460,Abomasnow,4,Common,Grass,Ice,494,90,92,75,92,85,60,,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png
558,460,Abomasnow,4,Common,Grass,Ice,594,90,132,105,132,105,30,Mega Abomasnow,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png
559,461,Weavile,4,Common,Dark,Ice,510,70,120,65,45,85,125,,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png
560,462,Magnezone,4,Common,Electric,Steel,535,70,70,115,130,90,60,,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png
561,463,Lickilicky,4,Common,Normal,,515,110,85,95,80,95,50,,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png
562,464,Rhyperior,4,Common,Ground,Rock,535,115,140,130,55,55,40,,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png
563,465,Tangrowth,4,Common,Grass,,535,100,100,125,110,50,50,,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png
564,466,Electivire,4,Common,Electric,,540,75,123,67,95,85,95,,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png
565,467,Magmortar,4,Common,Fire,,540,75,95,67,125,95,83,,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png
566,468,Togekiss,4,Common,Fairy,Flying,545,85,50,95,120,115,80,,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png
567,469,Yanmega,4,Common,Bug,Flying,515,86,76,86,116,56,95,,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png
568,470,Leafeon,4,Common,Grass,,525,65,110,130,60,65,95,,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png
569,471,Glaceon,4,Common,Ice,,525,65,60,110,130,95,65,,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png
570,472,Gliscor,4,Common,Ground,Flying,510,75,95,125,45,75,95,,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png
571,473,Mamoswine,4,Common,Ice,Ground,530,110,130,80,70,60,80,,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png
572,474,Porygon-Z,4,Common,Normal,,535,85,80,70,135,75,90,,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png
573,475,Gallade,4,Common,Psychic,Fighting,518,68,125,65,65,115,80,,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png
574,475,Gallade,4,Common,Psychic,Fighting,618,68,165,95,65,115,110,Mega Gallade,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png
575,476,Probopass,4,Common,Rock,Steel,525,60,55,145,75,150,40,,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png
576,477,Dusknoir,4,Common,Ghost,,525,45,100,135,65,135,45,,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png
577,478,Froslass,4,Common,Ice,Ghost,480,70,80,70,80,70,110,,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png
578,479,Rotom,4,Common,Electric,Ghost,440,50,50,77,95,77,91,,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png
579,479,Rotom,4,Common,Electric,Fire,520,50,65,107,105,107,86,Heat Rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png
580,479,Rotom,4,Common,Electric,Water,520,50,65,107,105,107,86,Wash Rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png
581,479,Rotom,4,Common,Electric,Ice,520,50,65,107,105,107,86,Frost Rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png
582,479,Rotom,4,Common,Electric,Flying,520,50,65,107,105,107,86,Fan Rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png
583,479,Rotom,4,Common,Electric,Grass,520,50,65,107,105,107,86,Mow Rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png
584,480,Uxie,4,Legendary,Psychic,,580,75,75,130,75,130,95,,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png
585,481,Mesprit,4,Legendary,Psychic,,580,80,105,105,105,105,80,,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png
586,482,Azelf,4,Legendary,Psychic,,580,75,125,70,125,70,115,,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png
587,483,Dialga,4,Legendary,Steel,Dragon,680,100,120,120,150,100,90,,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png
588,483,Dialga,4,Legendary,Steel,Dragon,680,100,100,120,150,120,90,Origin Forme,https://img.pokemondb.net/s.png
589,484,Palkia,4,Legendary,Water,Dragon,680,90,120,100,150,120,100,,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png
590,484,Palkia,4,Legendary,Water,Dragon,680,90,100,100,150,120,120,Origin Forme,https://img.pokemondb.net/s.png
591,485,Heatran,4,Legendary,Fire,Steel,600,91,90,106,130,106,77,,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png
592,486,Regigigas,4,Legendary,Normal,,670,110,160,110,80,110,100,,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png
593,487,Giratina,4,Legendary,Ghost,Dragon,680,150,100,120,100,120,90,Altered Forme,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png
